"id","titre","promesse","description","eligibilite","types_aides","porteurs","programmes_parents","url_source","cibles","eligibilite_geographique","eligibilite_geographique_exclusions","date_ouverture","date_cloture","date_mise_a_jour"
"e08d1f36-3fae-4ced-8236-c262752bccd5","Accélérateur décarbonation","Définissez une stratégie bas carbone","Profitez d’un accompagnement pour structurer une trajectoire de décarbonation ambitieuse, en lien avec vos enjeux de développement. Pendant 24 mois, vous bénéficiez :

- de 8 séminaires thématiques animés avec Mines ParisTech
- de 29 jours de conseil personnalisé par Bpifrance
- une communauté de dirigeants engagés et à un réseau de 3 000 entreprises.

Projets liés au dispositif d'aide :
Plan de transition bas carbone

Montant de l'aide ou cout: 29 000 € HT

Durée de l'aide: 39 jours de conseil et 8 jours de formation

Contact public pour les questions sur le dispositif: kim.tworke@bpifrance.fr

Etapes pour activer le dispositif :
Complétez le formulaire de candidature en ligne sur le site de Bpifrance.
Liens liés à l'étape : [Inscription](https://evenements.bpifrance.fr/ami-accelerateur-decarbonation-3/registration/register)
Échangez avec un chargé d'affaires Bpifrance pour vérifier l’adéquation entre vos enjeux et le programme.
Intégrez le programme à l’issue du processus de validation par Bpifrance.


Lien externe de présentation de l'aide https://www.bpifrance.fr/nos-appels-a-projets-concours/candidatez-a-la-3e-promotion-de-laccelerateur-decarbonation ","Eligibilité Sectorielle : Tous secteurs d’activité
Secteurs principalement concernés par le dispositif : A|B|C|D|E|F|G|H|I|J|K|L|M|N|O|P|Q|R|S|T|U
Eligibilité en fonction du nombre de salariés: Toutes tailles
Eligibilité lié à la durée d'existence de l'entreprise : Au moins 3 ans d’activité
Non éligible aux micro entreprises

 Autres conditions d'éligibilité :
- Réaliser un chiffre d’affaires supérieur à 10 M€ et inférieur à 5 milliards d'euros
- Avoir réalisé un bilan carbone datant de moins de 2 ans","étude","[{""nom"":""BPIFRANCE"",""siren"":""483790069"",""roles"":[""instructeur"",""diffuseur""]}]","","https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/accelerateur-decarbonation?utm_campaign=openData","professionnels","PAYS-99100","","2023-06-01T22:00:00.000Z","","2025-09-29T15:10:04.842Z"
"7c786cd9-363d-4cbb-aa03-3f01f971438f","ACT - Programme Volontaire Français","Développez votre stratégie bas carbone et mettez en œuvre votre plan de transition","L’ADEME soutient financièrement les entreprises qui souhaitent **questionner leur modèle économique** pour identifier un nouveau modèle compatible avec une **trajectoire bas carbone.**\
Vous serez accompagné avec la méthode ACT Pas à Pas (Assessing Low Carbon Transition), une méthode structurante, progressive et sur le long terme qui aide les entreprises à **réduire significativement leurs émissions de gaz à effet de serre**.

Projets liés au dispositif d'aide :
Formation environnement
Plan de transition bas carbone

Montant de l'aide ou cout: Jusqu'à 80% du coût de l'étude, dans un maximum de 18 000 €

Contact public pour les questions sur le dispositif: https://cloud.contact.ademe.fr/act-fr

Etapes pour activer le dispositif :
Choisissez le prestataire qui va vous accompagner pour mener l'étude méthodologie ACT.
Liens liés à l'étape : [Prestataires ""ACT Pas à pas""](https://actinitiative.org/fr/find-an-advisor/)
Déposez votre demande d'aide : informations administratives, description du projet, détails techniques et financiers, etc. A ce stade, votre projet ne doit pas avoir commencé !
Liens liés à l'étape : [Soutien financier](https://actinitiative.org/fr/act-in-france-soutien-financier/)
L'ADEME étudie votre demande d'aide. Si votre demande est acceptée, recevez un contrat de financement précisant le montant d’aide maximum, les conditions et les modalités de versement.
Réalisez votre étude ACT Pas à Pas.


Lien externe de présentation de l'aide https://actinitiative.org/fr/act-in-france/","Eligibilité Sectorielle : Tous secteurs d’activité, sauf les industries gérées par le programme [PACTE Industrie](https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/pacte-industrie)
Secteurs principalement concernés par le dispositif : A|D|E|F|G|H|I|J|K|L|M|N|O|P|Q|R|S|T|U
Eligibilité en fonction du nombre de salariés: Toutes tailles
Non éligible aux micro entreprises

 Autres conditions d'éligibilité :
- Pour accéder à cette étude, vous devez avoir déjà réalisé un premier bilan de gaz à effet de serre.","financement|étude","[{""nom"":""AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE (ADEME)"",""siren"":""385290309"",""roles"":[""instructeur"",""diffuseur""]}]","","https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/act-pas-a-pas?utm_campaign=openData","professionnels","PAYS-99100","","","","2025-09-29T15:10:04.842Z"
"f2f8e54b-1a27-4122-95b9-5c4e07eab8de","Aides au réemploi des emballages","Réalisez une étude pour vous aider à réduire vos emballages plastiques","Réduisez votre production de déchets en mettant en place des solutions concrètes de réemploi des emballages. Cette aide finance les premières étapes de votre projet pour **passer à un modèle circulaire**. Vous pouvez être soutenu pour :

- des **investissements** en équipements et outils dédiés au réemploi

- des **expérimentations** à petite échelle pour tester la solution

- des **diagnostics ou études de faisabilité** en amont du projet

Passez à l’action et structurez une démarche durable et opérationnelle dans votre filière.

Projets liés au dispositif d'aide :
Réduction des emballages
Consigne et réemploi

Montant de l'aide ou cout: Jusqu'à 80% du coût de l'étude ou 60% de l'investissement

Contact public pour les questions sur le dispositif: https://agirpourlatransition.ademe.fr/form/contact?id_dsp=DSP000713

Etapes pour activer le dispositif :
Vérifiez l’éligibilité de votre projet en parcourant la documentation de l’ADEME ou en contactant un conseiller.
Liens liés à l'étape : [Conditions éligibilité et financement](https://agirpourlatransition.ademe.fr/entreprises/sites/default/files/R%C3%A9emploi%20emballages%20-%20Conditions%20d%27%C3%A9ligibilit%C3%A9%20et%20de%20financement%20-%202025.docx)
Si vous souhaitez financer une étude, commencez par choisir le prestataire qui va vous accompagner et faites réaliser un devis.
Si vous souhaitez financer un investissement, vous devez avoir réalisé en amont les études justifiant l'intérêt économique et écologique de votre investissement. Elles seront à joindre à votre dossier.
Créez un compte ADEME pour pouvoir déposer votre dossier.
Liens liés à l'étape :  | [Créer mon compte ADEME](https://agirpourlatransition.ademe.fr/user/register)
Déposez votre dossier : informations administratives, description du projet, détails techniques et financiers, etc. À ce stade, votre projet ne doit pas avoir commencé !
Liens liés à l'étape : [Déposer mon dossier](https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2025/aides-reemploi-emballages)
L'ADEME étudie votre demande d'aide. Si votre demande est acceptée, recevez un contrat de financement précisant le montant d’aide maximum, les conditions et les modalités de versement.


Lien externe de présentation de l'aide https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2024/aides-reemploi-emballages-contenants?cible=79","Eligibilité Sectorielle : Tous secteurs d’activité
Secteurs principalement concernés par le dispositif : A|B|C|D|E|F|G|H|I|J|K|L|M|N|O|Q|R|S
Eligibilité en fonction du nombre de salariés: Toutes tailles
Aires géographiques éligibles : Provence-Alpes-Côte d'Azur, Polynésie française, Pays de la Loire, Nouvelle-Calédonie, Nouvelle-Aquitaine, Mayotte, Martinique, La Réunion, Île-de-France, Hauts-de-France, Guyane, Guadeloupe, Grand Est, Centre-Val de Loire, Bretagne, Bourgogne-Franche-Comté, Auvergne-Rhône-Alpes, Occitanie, Normandie

 Autres conditions d'éligibilité :
- L'opération pour laquelle vous sollicitez une aide financière ne doit pas avoir commencé ou ne doit pas avoir donné lieu à des engagements fermes (sous quelque forme que ce soit : marché signé, commande signée, devis accepté…)","financement","[{""nom"":""AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE (ADEME)"",""siren"":""385290309"",""roles"":[""instructeur"",""diffuseur""]}]","","https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/aides-au-reemploi-des-emballages?utm_campaign=openData","professionnels","REG-93|COM-987|REG-52|COM-988|REG-75|REG-06|REG-02|REG-04|REG-11|REG-32|REG-03|REG-01|REG-44|REG-24|REG-53|REG-27|REG-84|REG-76|REG-28","","2022-12-31T23:00:00.000Z","","2025-09-29T15:10:04.842Z"
"e830a534-2126-4213-9400-3b5a298f2add","AMO chaufferie biomasse","Financez une prestation d’assistance à maîtrise d’ouvrage pour la mise en place d'une chaufferie biomasse","Vous avez pour projet de mettre en place une chaufferie biomasse dans votre entreprise? Afin de garantir la bonne exécution de votre projet, l’ADEME vous aide à financer des prestations d’assistance à maîtrise d’ouvrage (AMO).

Projets liés au dispositif d'aide :
Chauffage au bois

Montant de l'aide ou cout: Jusqu'à 80% du coût de l'étude, dans un maximum de 100 000 €

Contact public pour les questions sur le dispositif: https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/amo-chaufferie-biomasse?utm_campaign=openData

Etapes pour activer le dispositif :
Vérifiez l’éligibilité de votre projet en parcourant la documentation de l’ADEME ou en contactant un conseiller.
Liens liés à l'étape : [Conditions éligibilité et financement](https://agirpourlatransition.ademe.fr/entreprises/entreprises/sites/default/files/%C3%89tudes%20en%20faveur%20de%20la%20transition%20%C3%A9cologique%20-%20Conditions%20d%27%C3%A9ligibilit%C3%A9%20et%20de%20financement%20-%202024.pdf)
Choisissez votre assistant maître d'ouvrage ""Reconnu Garant de l'Environnement"" (RGE), et obtenez un devis.
Liens liés à l'étape : [Annuaire des professionnels RGE](https://france-renov.gouv.fr/annuaires-professionnels/artisan-rge-architecte)
Créez un compte ADEME pour pouvoir déposer votre dossier.
Liens liés à l'étape : [Créer mon compte ADEME](https://agirpourlatransition.ademe.fr/user/register)
Déposez votre dossier : informations administratives, description du projet, détails techniques et financiers, etc. À ce stade, votre projet ne doit pas avoir commencé !
Liens liés à l'étape : [Déposer mon dossier](https://agirpourlatransition.ademe.fr/entreprises/entreprises/aides-financieres/2024/assistance-a-maitrise-douvrage-mise-place-dune-chaufferie-biomasse)
L'ADEME étudie votre demande d'aide. Si votre demande est acceptée, recevez un contrat de financement précisant le montant d’aide maximum, les conditions et les modalités de versement.
Démarrez la mission d’assistance à maitrise d’ouvrage.


Lien externe de présentation de l'aide https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2023/assistance-a-maitrise-douvrage-mise-place-dune-chaufferie-biomasse","Eligibilité Sectorielle : Tous secteurs d’activité
Secteurs principalement concernés par le dispositif : A|C|E
Eligibilité en fonction du nombre de salariés: Toutes tailles

 Autres conditions d'éligibilité :
- L'opération pour laquelle vous sollicitez une aide financière ne doit pas avoir commencé ou ne doit pas avoir donné lieu à des engagements fermes (sous quelque forme que ce soit : marché signé, commande signée, devis accepté…)","financement|étude","[{""nom"":""AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE (ADEME)"",""siren"":""385290309"",""roles"":[""instructeur"",""diffuseur""]}]","","https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/amo-chaufferie-biomasse?utm_campaign=openData","professionnels","PAYS-99100","","2022-12-31T23:00:00.000Z","","2025-09-29T15:10:04.842Z"
"215c7659-2290-4717-87c0-824f26f526f6","Audit énergétique volontaire en industrie","Entreprise industrielle, réalisez un audit énergétique de votre site de production","L’ADEME vous aide à financer un audit énergétique sur le périmètre de votre choix : site de production, atelier ou process.

L’audit énergétique vous permet :

-  **de réaliser un état des lieux complet de vos consommations**, pour mieux comprendre où et comment l’énergie est utilisée ;
-  **d’identifier les postes les plus énergivores**, en croisant les données techniques et économiques ;
- **de définir et hiérarchiser les actions les plus efficaces**, selon leur rentabilité, leur temps de retour sur investissement et leur facilité de mise en œuvre.

Projets liés au dispositif d'aide :
Audit énergétique

Montant de l'aide ou cout: Jusqu'à 80% du coût de l'étude, dans un maximum de 100 000 €

Contact public pour les questions sur le dispositif: https://agirpourlatransition.ademe.fr/form/contact?id_dsp=DSP000697

Etapes pour activer le dispositif :
Vérifiez l’éligibilité de votre projet en parcourant la documentation de l’ADEME ou en contactant un conseiller.
Liens liés à l'étape : [Conditions éligibilité et financement](https://agirpourlatransition.ademe.fr/entreprises/sites/default/files/%C3%89tudes%20transition%20%C3%A9cologique%20industrie%20-%20Conditions%20d%27%C3%A9ligibilit%C3%A9%20et%20de%20financement%20-%202025.pdf)
Choisissez un auditeur énergétique ""Reconnu Garant de l'Environnement"" (RGE), et obtenez un devis.
Liens liés à l'étape : [Annuaire des professionnels RGE](https://france-renov.gouv.fr/annuaires-professionnels/artisan-rge-architecte)
Créez un compte ADEME pour pouvoir déposer votre dossier.
Liens liés à l'étape : [Créer mon compte ADEME](https://agirpourlatransition.ademe.fr/user/register)
Déposez votre dossier : informations administratives, description du projet, détails techniques et financiers, etc. À ce stade, votre projet ne doit pas avoir commencé !
Liens liés à l'étape : [Déposer mon dossier](https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2025/audit-energetique-volontaire-industrie)
L'ADEME étudie votre demande d'aide. Si votre demande est acceptée, recevez un contrat de financement précisant le montant d’aide maximum, les conditions et les modalités de versement.
Réalisez votre audit énergétique. Vous disposerez d'un état des lieux complet de vos consommations, des pistes d'amélioration sous forme de plan d'action ainsi que les gains économiques associés et leurs temps de retour sur investissement.


Lien externe de présentation de l'aide https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2023/audit-energetique-industrie","Eligibilité Sectorielle : Industrie
Secteurs principalement concernés par le dispositif : A|B|C|D|E
Eligibilité en fonction du nombre de salariés: Toutes tailles

 Autres conditions d'éligibilité :
- L'opération pour laquelle vous sollicitez une aide financière ne doit pas avoir commencé ou ne doit pas avoir donné lieu à des engagements fermes (sous quelque forme que ce soit : marché signé, commande signée, devis accepté…)
- Éligible pour les sites de moins de 250 salariés des grandes entreprises, dès lors que l’entreprise est à jour de ses obligations vis-à-vis de l’audit énergétique réglementaire
- Ne sont pas éligibles : les sites de moins de 250 salariés des grandes entreprises dès lors que l'échéance de renouvellement de l'audit énergétique réglementaire est inférieure à 1 an, ainsi que les locaux d’activité tertiaire seuls.","financement|étude","[{""nom"":""AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE (ADEME)"",""siren"":""385290309"",""roles"":[""instructeur"",""diffuseur""]}]","","https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/audit-energetique-en-industrie?utm_campaign=openData","professionnels","PAYS-99100","","2022-12-31T23:00:00.000Z","","2025-09-29T15:10:04.842Z"
"8010cf61-9d5f-4a53-a1c6-c0128a97eb0e","Label Clef Verte","Restaurateurs & hébergeurs, obtenez un label pour valoriser l'engagement environnemental de votre entreprise","Obtenez le Label Clef verte, le **premier ecolabel de tourisme durable** destiné aux hébergements touristiques et restaurants. Ce label certifie l'engagement de votre établissement en faveur d'un tourisme plus durable.

Projets liés au dispositif d'aide :
Labélisation

Montant de l'aide ou cout: Entre 160 € et 2300 €, en fonction de votre activité

Durée de l'aide: À renouveler chaque année

Ce dispositif est activable en autonomie

Contact public pour les questions sur le dispositif: https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/label-clef-verte?utm_campaign=openData

Etapes pour activer le dispositif :
Créez un compte et réalisez un auto-diagnostic pour évaluer l'éligibilité de votre établissement au label. Cette étape est gratuite et sans engagement.
Liens liés à l'étape : [Créez un compte](https://pro.laclefverte.org/)
Définissez votre plan d'action et validez votre candidature en ligne. L'envoi des dossiers de candidatures se fait à partir de janvier et se termine mi-avril.
Recevez la visite d'un auditeur Clef Verte dans votre établissement. Obtenez un compte-rendu des pistes d'améliorations à mettre en œuvre.
Bénéficiez d'un accompagnement par l'équipe Clef Verte pour faire progresser votre démarche et présenter un dossier le plus qualitatif possible au Jury de fin d'année (rapport d'audit, actions engagées et pièces justificatives, synthèse du suivi, etc.)
Le label vous est attribué par un jury indépendant pour une durée d'un an.


Lien externe de présentation de l'aide https://www.cci.fr/offre/valorisez-les-demarches-environnementales-de-votre-entreprise","Eligibilité Sectorielle : Hôtellerie & restauration
Secteurs principalement concernés par le dispositif : I
Eligibilité en fonction du nombre de salariés: Toutes tailles","étude","[{""nom"":""CCI FRANCE"",""siren"":""187500020"",""roles"":[""instructeur"",""diffuseur""]}]","","https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/label-clef-verte?utm_campaign=openData","professionnels","PAYS-99100","","2023-01-04T23:00:00.000Z","","2025-09-29T15:10:04.842Z"
"adf54aa3-8ae3-4100-9c70-403b5c4705f2","Baisse Les Watts","Bénéficiez d'outils et de formations pour économiser l'énergie en entreprise","Le programme Baisse les Watts vous accompagne dans la **maîtrise de votre consommation d’énergie**, à l'aide de trois dispositifs : le Carnet de bord Énergie, un accompagnement téléphonique et un parcours de formations collectives et individuelles.

Projets liés au dispositif d'aide :
Plan d’action économies d’énergie
Audit énergétique
Maîtrise des besoins de chauffage

Montant de l'aide ou cout: Gratuit

Durée de l'aide: 2 jours

Ce dispositif est activable en autonomie

Contact public pour les questions sur le dispositif: https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/baisse-les-watts?utm_campaign=openData

Etapes pour activer le dispositif :
Créez votre compte entreprise sur le site de Baisse les Watts.
Liens liés à l'étape : [Créer un compte](https://www.baisseleswatts.fr/?mtm_campaign=missiontransitionecologique&mtm_source=missiontransitionecologique&mtm_medium=missiontransitionecologique&mtm_content=missiontransitionecologique)
Visualisez votre consommation d'énergie par équipement en ouvrant un ""Carnet de bord Energie"".
Identifiez des écogestes spécifiques à votre activité afin de baisser votre facture énergétique.
Bénéficiez d'un accompagnement personnalisé avec le suivi d’un conseiller.
Inscrivez-vous à des formations dispensées par les CCI ou CMA sous forme d'ateliers collectifs, complétées par un suivi individuel dans vos locaux avec un conseiller énergie.
Suivez à votre rythme un parcours de formation en ligne personnalisé selon votre secteur d’activité.


Lien externe de présentation de l'aide https://www.baisseleswatts.fr/?mtm_campaign=missiontransitionecologique&mtm_source=missiontransitionecologique&mtm_medium=missiontransitionecologique&mtm_content=missiontransitionecologique","Eligibilité Sectorielle : Tous secteurs d’activité
Secteurs principalement concernés par le dispositif : A|B|C|D|E|F|G|H|I|J|K|L|M|N|O|P|Q|R|S|T|U
Eligibilité en fonction du nombre de salariés: Toutes tailles","étude","[{""nom"":""LA POSTE (DIRECTION GENERALE DE LA POSTE)"",""siren"":""356000000"",""roles"":[""instructeur"",""diffuseur""]}]","","https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/baisse-les-watts?utm_campaign=openData","professionnels","PAYS-99100","","2022-12-31T23:00:00.000Z","2025-01-04T23:00:00.000Z","2025-09-29T15:10:04.842Z"
"10ad18eb-5932-4fd3-9c04-f38567bfef9c","Booster Éco-Énergie Tertiaire","Bénéficiez d'un accompagnement pour la rénovation énergétique de vos bâtiments","Vous avez des bâtiments d'activités tertiaires et souhaitez réduire vos consommations d'énergie ? L’ADEME soutient financièrement le coût de **prestations d’audit** pour obtenir un plan d’action et un plan de financement, ainsi que l’**ingénierie de réalisation de travaux d'économie d'énergie.**

Projets liés au dispositif d'aide :
Audit énergétique
Isolation thermique
Maîtrise des besoins de chauffage

Montant de l'aide ou cout: Jusqu'à 80% du coût de l'étude, dans un maximum de 100 000 €

Contact public pour les questions sur le dispositif: https://agirpourlatransition.ademe.fr/form/contact?id_dsp=DSP000744

Etapes pour activer le dispositif :
Vérifiez l’éligibilité de votre projet en parcourant la documentation de l’ADEME ou en contactant un conseiller.
Liens liés à l'étape : [Conditions éligibilité et financement](https://agirpourlatransition.ademe.fr/entreprises/sites/default/files/Booster%20Entreprises%20Eco-Energie%20Tertiaire%20-%20Conditions%20d%27%C3%A9ligibilit%C3%A9%20et%20de%20financement%20-%202025.docx)
Identifiez le prestataire qui va vous accompagner pour réaliser l'audit énergétique et faites réaliser un devis.
Définissez la prestation nécessaire pour mettre en œuvre vos travaux : une mission de maîtrise d’œuvre rénovation énergétique / ou une mission d'assistance à maitrise d'ouvrage pour la mise en oeuvre d'un Contrat de Performance Énergétique (CPE).
Choisissez les prestataires qui vous accompagneront pour vos missions d'ingénierie et faites réaliser des devis. Ces prestataires doivent répondre aux critères de qualification et compétences décrits dans les cahiers des charges de l'ADEME.
Créez un compte ADEME pour pouvoir déposer votre dossier.
Liens liés à l'étape : [Créer mon compte ADEME](https://agirpourlatransition.ademe.fr/user/register)
Déposez votre demande d'aide auprès de l'ADEME : informations administratives, description du projet, rapport d'audit énergétique, détails techniques et financiers, etc. A ce stade, votre audit ou missions d'ingénierie ne doivent pas avoir commencé !
Liens liés à l'étape : [Déposer mon dossier](https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2025/booster-entreprises-reduire-facture-energetique-gagner-valeur-verte)


Lien externe de présentation de l'aide https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2025/booster-entreprises-reduire-facture-energetique-gagner-valeur-verte","Eligibilité Sectorielle : Secteur tertiaire
Secteurs principalement concernés par le dispositif : F|G|H|I|J|K|L|M|N|O|P|Q|R|S|T|U
Eligibilité en fonction du nombre de salariés: Toutes tailles
Non éligible aux micro entreprises
Aires géographiques éligibles : Polynésie française, Mayotte, Martinique, La Réunion, Guyane, Guadeloupe, Bretagne, Bourgogne-Franche-Comté, Auvergne-Rhône-Alpes, Occitanie, Corse

 Autres conditions d'éligibilité :
- Être une entreprise privée ayant des bâtiments d'activités tertiaires
- L'opération pour laquelle vous sollicitez une aide financière ne doit pas avoir commencé ou ne doit pas avoir donné lieu à des engagements fermes (sous quelque forme que ce soit : marché signé, commande signée, devis accepté…)","financement|étude","[{""nom"":""AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE (ADEME)"",""siren"":""385290309"",""roles"":[""instructeur"",""diffuseur""]}]","","https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/booster-eco-energie-tertiaire?utm_campaign=openData","professionnels","COM-987|REG-06|REG-02|REG-04|REG-03|REG-01|REG-53|REG-27|REG-84|REG-76|REG-94","","2022-12-31T23:00:00.000Z","","2025-09-29T15:10:04.842Z"
"3948d811-345e-405d-9a0e-ca5724d78cd6","ClimaDiag expert","Anticipez l’impact des changements climatiques pour votre entreprise et sécurisez votre activité","Anticipez les effets du changement climatique sur votre activité avec l’accompagnement d’un expert CCI. Grâce à un **diagnostic réalisé sur site**, évaluez la vulnérabilité de votre entreprise et **définissez un plan d’adaptation concre**t.\
L’accompagnement vous permet de :

- Hiérarchiser les risques climatiques (canicule, inondation, sécheresse…)

- Analyser les impacts sur vos clients, fournisseurs et concurrents

- Concevoir un plan d’actions adapté à votre réalité opérationnelle

- Identifier des solutions de financement pour engager les premières actions

Projets liés au dispositif d'aide :
Plan d’adaptation au dérèglement climatique

Montant de l'aide ou cout: Gratuit

Durée de l'aide: 5 à 10 jours selon la taille de l'entreprise

Contact public pour les questions sur le dispositif: https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/climadiag-expert?utm_campaign=openData

Etapes pour activer le dispositif :
Exprimez votre intérêt en contactant un conseiller via le formulaire.
Liens liés à l'étape : [mission transition écologique](https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/climadiag-expert?utm_campaign=openData)
Un conseiller CCI vous rappelle pour répondre à vos questions et vous guider dans la constitution de votre demande.
Planifiez le diagnostic sur site avec le chargé d’étude qui vous sera attribué.


Lien externe de présentation de l'aide https://www.grandest.cci.fr/produit/climadiag-expert","Eligibilité Sectorielle : Industrie
Secteurs principalement concernés par le dispositif : B|C|D|E|F|H
Eligibilité en fonction du nombre de salariés: Toutes tailles
Non éligible aux micro entreprises
Aires géographiques éligibles : Bourgogne-Franche-Comté","étude","[{""nom"":""CCI FRANCE"",""siren"":""187500020"",""roles"":[""instructeur"",""diffuseur""]}]","","https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/climadiag-expert?utm_campaign=openData","professionnels","REG-27","","2023-01-09T23:00:00.000Z","2026-01-07T23:00:00.000Z","2025-09-29T15:10:04.842Z"
"27abda6e-3192-4969-af2b-b4edea5427de","Communauté du Coq Vert","Rejoignez une communauté d'entrepreneurs engagés","La Communauté du Coq Vert est une **communauté de dirigeants et de dirigeantes convaincus de la nécessité d’agir et déjà engagés dans la transition écologique et énergétique.**\
Lancée par Bpifrance, en partenariat avec l'ADEME et le ministère de la Transition écologique, cette Communauté a **vocation à favoriser le partage d’expertise** entre entrepreneurs engagés.

Projets liés au dispositif d'aide :
Labélisation
Communication responsable

Montant de l'aide ou cout: Gratuit

Durée de l'aide: adaptable à votre besoin

Ce dispositif est activable en autonomie

Contact public pour les questions sur le dispositif: https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/communaute-coq-vert?utm_campaign=openData

Etapes pour activer le dispositif :
Rejoignez la communauté du Coq Vert.
Liens liés à l'étape : [candidater au programme](https://www.bpifrance.fr/communaute-du-coq-vert)
Profitez de contenus de formation exclusifs en partenariat avec une grande école : ressources sectorielles et règlementaires, webinaires, conférences en présentiel, etc.
Accédez à des mises en relation avec des pairs partageant vos problématiques, des offreurs de solutions ou encore des experts dédiés.
Bénéficiez d'opportunités de valorisation de vos actions: évènements Bpifrance, presse et partenariats médias, vidéos, réseaux sociaux...
Participez à des évènements réguliers organisés dans votre région pour échanger entre pairs.


Lien externe de présentation de l'aide https://www.bpifrance.fr/communaute-du-coq-vert","Eligibilité Sectorielle : Tous secteurs d’activité
Secteurs principalement concernés par le dispositif : A|B|C|D|E|F|G|H|I|J|L|M|P|Q|R|S
Eligibilité en fonction du nombre de salariés: Toutes tailles
Eligibilité lié à la durée d'existence de l'entreprise : Au moins 1 an d’activité

 Autres conditions d'éligibilité :
- Pour rejoindre la communauté, l'entreprise doit avoir déjà engagé sa transition écologique (par exemple, avoir bénéficié d'une aide à la transition de l'ADEME ou de Bpifrance dans les 3 ans, avoir obtenu un label, pouvoir expliquer les premières actions concrètes déjà mises en place...)","formation","[{""nom"":""BPIFRANCE"",""siren"":""483790069"",""roles"":[""instructeur"",""diffuseur""]}]","","https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/communaute-coq-vert?utm_campaign=openData","professionnels","PAYS-99100","","2020-01-05T23:00:00.000Z","","2025-09-29T15:10:04.842Z"
